Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Inventory Value,Stock Status,Daily Demand,Demand Std,Safety Stock,Reorder Point,Reorder Alert,Annual Demand,EOQ,EOQ Category
haircare,SKU77,57.44974295897148,14,359,2483.7601775427947,Unknown,96,28,57,4,Carrier B,6.780946625617895,Supplier 1,Kolkata,26,334,5,42.95244474899184,Pass,3.055141818307548,Road,Route B,852.56809891985,5515.175324061262,Normal,11.966666666666667,10.126002459692199,68.5846637659492,403.65133043261585,Reorder Needed,4308,293.53023694331733,Medium
haircare,SKU78,6.306883176111915,50,946,1292.4584179377562,Unknown,5,4,51,5,Carrier B,8.46704977086199,Supplier 5,Mumbai,25,858,21,71.12651472040338,Pending,4.096881332470452,Sea,Route C,323.59220343132216,31.53441588055958,Low Stock,31.533333333333335,10.126002459692199,25.92256629681203,152.05589963014538,Reorder Needed,11352,476.4871456818116,High
haircare,SKU79,57.05703122110322,56,198,7888.723268427081,Non-binary,31,25,20,1,Carrier B,6.4963253642950445,Supplier 3,Bangalore,5,228,12,57.87090292403628,Pending,0.1658716274806082,Air,Route C,351.50421933503867,1768.7679678542,Normal,6.6,10.126002459692199,64.80641574203007,229.80641574203008,Reorder Needed,2376,217.9908254950194,Medium
skincare,SKU80,91.12831835044432,75,872,8651.672682982065,Unknown,39,14,41,2,Carrier C,2.8331846794189746,Supplier 3,Chennai,8,202,5,76.96122802382001,Fail,2.8496621985053308,Sea,Route B,787.7798504943445,3554.0044156673284,Normal,29.066666666666666,10.126002459692199,48.49668083430197,455.4300141676353,Reorder Needed,10464,457.4713105758655,High
haircare,SKU81,72.81920693031822,9,774,4384.413400045863,Unknown,48,6,8,5,Carrier B,4.066277501512044,Supplier 3,Delhi,28,698,1,19.789592941903603,Pending,2.547547121548712,Rail,Route B,276.77833594679885,3495.3219326552744,Normal,25.8,10.126002459692199,31.748530125328987,186.548530125329,Reorder Needed,9288,430.9988399056313,High
skincare,SKU82,17.034930739467917,13,336,2943.3818676094515,Unknown,42,19,72,1,Carrier A,4.70818187354193,Supplier 2,Mumbai,6,955,26,4.46527843494324,Pending,4.137877048622357,Road,Route C,589.9785556280407,715.4670910576525,Normal,11.2,10.126002459692199,56.49692342251852,269.2969234225185,Reorder Needed,4032,283.9718295887816,Medium
haircare,SKU83,68.91124621160633,82,663,2411.754632110491,Unknown,65,24,7,8,Carrier B,4.949839577996949,Supplier 1,Bangalore,20,443,5,97.73059380053304,Fail,0.7730061340672478,Road,Route A,682.9710182260933,4479.231003754411,Normal,22.1,10.126002459692199,63.497060250657974,593.8970602506581,Reorder Needed,7956,398.8984833262719,High
haircare,SKU84,89.10436729210225,99,618,2048.2900998487103,Unknown,73,26,80,10,Carrier A,8.381615624922631,Supplier 5,Chennai,24,589,22,33.808636513209095,Pass,4.843456577118041,Air,Route B,465.457005963688,6504.618812323464,Normal,20.6,10.126002459692199,66.0898356949236,601.6898356949237,Reorder Needed,7416,385.1233568611491,High
cosmetics,SKU85,76.96299441519388,83,25,8684.613059253858,Female,15,18,66,2,Carrier C,8.249168704871728,Supplier 5,Chennai,4,211,2,69.9293455186723,Fail,1.3744289997457582,Road,Route B,842.6868300046415,1154.4449162279082,Low Stock,0.8333333333333334,10.126002459692199,54.9900672427009,69.9900672427009,Reorder Needed,300,77.45966692414834,Low
skincare,SKU86,19.99817694040422,18,223,1229.5910285649834,Unknown,32,14,22,6,Carrier B,1.4543053101535517,Supplier 1,Mumbai,4,569,18,74.60896999519468,Pass,2.0515129307662465,Rail,Route A,264.2548898358665,639.9416620929351,Normal,7.433333333333334,10.126002459692199,48.49668083430197,152.56334750096863,Reorder Needed,2676,231.34389985474007,Medium
haircare,SKU87,80.41403665035574,24,79,5133.846701086692,Male,5,7,55,10,Carrier A,6.575803797548535,Supplier 3,Chennai,27,523,17,28.69699682414317,Fail,3.693737787839276,Sea,Route B,879.3592177349243,402.0701832517787,Low Stock,2.6333333333333333,10.126002459692199,34.2923318829746,52.72566521630793,Reorder Needed,948,137.69531582446805,Low
cosmetics,SKU88,75.27040697572501,58,737,9444.74203306298,Male,60,18,85,7,Carrier A,3.8012531329310777,Supplier 2,Mumbai,21,953,11,68.18491905704117,Pending,0.722204401882931,Sea,Route A,103.91624796070496,4516.2244185435,Normal,24.566666666666666,10.126002459692199,54.9900672427009,497.1900672427009,Reorder Needed,8844,420.57104037249167,High
cosmetics,SKU89,97.76008558193868,10,134,5924.682566853231,Unknown,90,1,27,8,Carrier B,9.92981624527726,Supplier 1,Kolkata,23,370,11,46.60387338164447,Pending,1.9076657339590744,Rail,Route B,517.4999739290605,8798.407702374481,Normal,4.466666666666667,10.126002459692199,12.961283148406014,17.42794981507268,Sufficient,1608,179.33209417167916,Low
skincare,SKU90,13.881913501359142,56,320,9592.633570280312,Non-binary,66,18,96,7,Carrier B,7.674430708112694,Supplier 3,Bangalore,8,585,8,85.67596333579797,Pass,1.2193822244013883,Rail,Route B,990.0784725058112,916.2062910897033,Normal,10.666666666666666,10.126002459692199,54.9900672427009,246.9900672427009,Reorder Needed,3840,277.1281292110204,Medium
cosmetics,SKU91,62.11196546396179,90,916,1935.206793507599,Male,98,22,85,7,Carrier B,7.471514084401146,Supplier 4,Delhi,5,207,28,39.772882502339975,Pending,0.6260018582093946,Rail,Route B,996.7783149506238,6086.972615468255,Normal,30.533333333333335,10.126002459692199,60.79380674681741,732.5271400801507,Reorder Needed,10992,468.8709843869633,High
cosmetics,SKU92,47.71423307582023,44,276,2100.1297546259366,Male,90,25,10,8,Carrier B,4.469500026123601,Supplier 2,Mumbai,4,671,29,62.61269039561434,Pass,0.3334318252247392,Rail,Route B,230.0927825367629,4294.280976823821,Normal,9.2,10.126002459692199,64.80641574203007,294.80641574203,Reorder Needed,3312,257.3713270743266,Medium
haircare,SKU93,69.29083100290549,88,114,4531.4021336919095,Unknown,63,17,66,1,Carrier C,7.0064320590043945,Supplier 4,Chennai,21,824,20,35.63365234334388,Fail,4.165781795424145,Air,Route A,823.5238458881558,4365.322353183046,Normal,3.8,10.126002459692199,53.440739464416225,118.04073946441622,Reorder Needed,1368,165.40858502508266,Low
cosmetics,SKU94,3.037688724631414,97,987,7888.356546661873,Unknown,77,26,72,9,Carrier B,6.942945942032581,Supplier 2,Delhi,12,908,14,60.38737861486212,Pass,1.4636074984727798,Rail,Route B,846.6652569866948,233.9020317966189,Normal,32.9,10.126002459692199,66.0898356949236,921.4898356949236,Reorder Needed,11844,486.70319497615793,High
haircare,SKU95,77.90392721944775,65,672,7386.363944048664,Unknown,15,14,26,9,Carrier B,8.630338869602754,Supplier 4,Mumbai,18,450,26,58.89068576858998,Pending,1.2108821295850665,Air,Route A,778.8642413766479,1168.5589082917163,Low Stock,22.4,10.126002459692199,48.49668083430197,362.09668083430194,Reorder Needed,8064,401.59681273635624,High
cosmetics,SKU96,24.42313142037338,29,324,7698.424765632117,Non-binary,67,2,32,3,Carrier C,5.352878043996809,Supplier 3,Mumbai,28,648,28,17.80375633139127,Pending,3.872047681482133,Road,Route A,188.74214114905695,1636.3498051650165,Normal,10.8,10.126002459692199,18.330022414233635,39.93002241423363,Sufficient,3888,278.854800926934,Medium
haircare,SKU97,3.526111259143416,56,62,4370.916579984536,Male,46,19,4,9,Carrier A,7.904845611209675,Supplier 4,Mumbai,10,535,13,65.76515592636746,Fail,3.376237834717981,Road,Route A,540.1324228679678,162.20111792059714,Normal,2.066666666666667,10.126002459692199,56.49692342251852,95.76359008918519,Reorder Needed,744,121.98360545581525,Low
skincare,SKU98,19.7546048668786,43,913,8525.952559683526,Female,53,1,27,7,Carrier B,1.409801095138073,Supplier 5,Chennai,28,581,9,5.604690864371781,Pending,2.908122169351261,Rail,Route A,882.1988635470415,1046.9940579445658,Normal,30.433333333333334,10.126002459692199,12.961283148406014,43.39461648173935,Sufficient,10956,468.1025528663564,High
haircare,SKU99,68.51783269927664,17,627,9185.185829181704,Unknown,55,8,59,6,Carrier B,1.3110237561206226,Supplier 2,Chennai,29,921,2,38.07289852062604,Fail,0.3460272907055034,Rail,Route B,210.74300896424612,3768.4807984602153,Normal,20.9,10.126002459692199,36.66004482846727,203.86004482846727,Reorder Needed,7524,387.9175170058707,High
